cv,ct,hww,hzz,htt,hmm,hbb,hcc,hgg,hzg,hgluglu,hinv
0.5,-6.0,0.0398,0.0398,5.7259,5.7259,0.1591,0.1591,0.7813,0.1241,6.4828,0.0000
0.5,-4.0,0.0785,0.0785,5.0264,5.0264,0.3141,0.3141,0.8959,0.1841,5.7444,0.0000
0.5,-3.0,0.1194,0.1194,4.2990,4.2990,0.4777,0.4777,0.9699,0.2386,4.9595,0.0000
0.5,-2.5,0.1502,0.1502,3.7554,3.7554,0.6009,0.6009,1.0046,0.2756,4.3654,0.0000
0.5,-2.0,0.1905,0.1905,3.0487,3.0487,0.7622,0.7622,1.0276,0.3199,3.5845,0.0000
0.5,-1.5,0.2411,0.2411,2.1699,2.1699,0.9644,0.9644,1.0216,0.3689,2.6007,0.0000
0.5,-1.333,0.2598,0.2598,1.8468,1.8468,1.0393,1.0393,1.0088,0.3850,2.2348,0.0000
0.5,-1.25,0.2693,0.2693,1.6833,1.6833,1.0773,1.0773,0.9997,0.3927,2.0489,0.0000
0.5,-1.0,0.2980,0.2980,1.1922,1.1922,1.1922,1.1922,0.9600,0.4136,1.4853,0.0000
0.5,-0.833,0.3165,0.3165,0.8786,0.8786,1.2662,1.2662,0.9219,0.4248,1.1207,0.0000
0.5,-0.75,0.3253,0.3253,0.7318,0.7318,1.3010,1.3010,0.8993,0.4291,0.9483,0.0000
0.5,-0.667,0.3335,0.3335,0.5935,0.5935,1.3340,1.3340,0.8742,0.4326,0.7844,0.0000
0.5,-0.5,0.3483,0.3483,0.3483,0.3483,1.3932,1.3932,0.8163,0.4363,0.4889,0.0000
0.5,-0.333,0.3600,0.3600,0.1597,0.1597,1.4399,1.4399,0.7493,0.4352,0.2531,0.0000
0.5,-0.25,0.3644,0.3644,0.0911,0.0911,1.4575,1.4575,0.7131,0.4327,0.1629,0.0000
0.5,-0.167,0.3677,0.3677,0.0410,0.0410,1.4708,1.4708,0.6753,0.4289,0.0928,0.0000
0.5,0.0,0.3711,0.3711,0.0000,0.0000,1.4842,1.4842,0.5957,0.4172,0.0172,0.0000
0.5,0.167,0.3697,0.3697,0.0412,0.0412,1.4788,1.4788,0.5139,0.4004,0.0326,0.0000
0.5,0.25,0.3673,0.3673,0.0918,0.0918,1.4692,1.4692,0.4733,0.3904,0.0739,0.0000
0.5,0.333,0.3638,0.3638,0.1614,0.1614,1.4552,1.4552,0.4334,0.3793,0.1366,0.0000
0.5,0.5,0.3537,0.3537,0.3537,0.3537,1.4148,1.4148,0.3561,0.3548,0.3225,0.0000
0.5,0.667,0.3401,0.3401,0.6053,0.6053,1.3605,1.3605,0.2849,0.3279,0.5768,0.0000
0.5,0.75,0.3323,0.3323,0.7478,0.7478,1.3293,1.3293,0.2524,0.3140,0.7238,0.0000
0.5,0.833,0.3240,0.3240,0.8993,0.8993,1.2960,1.2960,0.2220,0.3000,0.8817,0.0000
0.5,1.0,0.3060,0.3060,1.2241,1.2241,1.2241,1.2241,0.1674,0.2719,1.2241,0.0000
0.5,1.25,0.2775,0.2775,1.7344,1.7344,1.1100,1.1100,0.1025,0.2314,1.7698,0.0000
0.5,1.333,0.2679,0.2679,1.9044,1.9044,1.0718,1.0718,0.0852,0.2187,1.9533,0.0000
0.5,1.5,0.2490,0.2490,2.2408,2.2408,0.9959,0.9959,0.0564,0.1945,2.3182,0.0000
0.5,2.0,0.1971,0.1971,3.1537,3.1537,0.7884,0.7884,0.0089,0.1341,3.3202,0.0000
0.5,2.5,0.1553,0.1553,3.8829,3.8829,0.6213,0.6213,0.0005,0.0912,4.1316,0.0000
0.5,3.0,0.1233,0.1233,4.4379,4.4379,0.4931,0.4931,0.0124,0.0617,4.7561,0.0000
0.5,4.0,0.0808,0.0808,5.1683,5.1683,0.3230,0.3230,0.0575,0.0281,5.5888,0.0000
0.5,6.0,0.0406,0.0406,5.8478,5.8478,0.1624,0.1624,0.1465,0.0051,6.3812,0.0000
1.0,-6.0,0.1544,0.1544,5.5588,5.5588,0.1544,0.1544,1.2512,0.3078,6.2936,0.0000
1.0,-4.0,0.2967,0.2967,4.7471,4.7471,0.2967,0.2967,1.5955,0.4970,5.4252,0.0000
1.0,-3.0,0.4386,0.4386,3.9474,3.9474,0.4386,0.4386,1.8526,0.6694,4.5540,0.0000
1.0,-2.5,0.5405,0.5405,3.3779,3.3779,0.5405,0.5405,1.9992,0.7860,3.9265,0.0000
1.0,-2.0,0.6677,0.6677,2.6709,2.6709,0.6677,0.6677,2.1427,0.9243,3.1403,0.0000
1.0,-1.5,0.8183,0.8183,1.8411,1.8411,0.8183,0.8183,2.2534,1.0768,2.2066,0.0000
1.0,-1.333,0.8717,0.8717,1.5489,1.5489,0.8717,0.8717,2.2747,1.1275,1.8744,0.0000
1.0,-1.25,0.8983,0.8983,1.4036,1.4036,0.8983,0.8983,2.2811,1.1520,1.7084,0.0000
1.0,-1.0,0.9770,0.9770,0.9770,0.9770,0.9770,0.9770,2.2798,1.2205,1.2172,0.0000
1.0,-0.833,1.0263,1.0263,0.7121,0.7121,1.0263,1.0263,2.2586,1.2596,0.9084,0.0000
1.0,-0.75,1.0491,1.0491,0.5901,0.5901,1.0491,1.0491,2.2413,1.2763,0.7647,0.0000
1.0,-0.667,1.0706,1.0706,0.4763,0.4763,1.0706,1.0706,2.2191,1.2909,0.6295,0.0000
1.0,-0.5,1.1086,1.1086,0.2771,0.2771,1.1086,1.1086,2.1594,1.3129,0.3890,0.0000
1.0,-0.333,1.1381,1.1381,0.1262,0.1262,1.1381,1.1381,2.0791,1.3236,0.2000,0.0000
1.0,-0.25,1.1491,1.1491,0.0718,0.0718,1.1491,1.1491,2.0318,1.3244,0.1284,0.0000
1.0,-0.167,1.1575,1.1575,0.0323,0.0323,1.1575,1.1575,1.9798,1.3220,0.0730,0.0000
1.0,0.0,1.1660,1.1660,0.0000,0.0000,1.1660,1.1660,1.8622,1.3072,0.0135,0.0000
1.0,0.167,1.1628,1.1628,0.0324,0.0324,1.1628,1.1628,1.7299,1.2796,0.0256,0.0000
1.0,0.25,1.1569,1.1569,0.0723,0.0723,1.1569,1.1569,1.6600,1.2613,0.0582,0.0000
1.0,0.333,1.1483,1.1483,0.1273,0.1273,1.1483,1.1483,1.5879,1.2402,0.1078,0.0000
1.0,0.5,1.1232,1.1232,0.2808,0.2808,1.1232,1.1232,1.4390,1.1903,0.2560,0.0000
1.0,0.667,1.0889,1.0889,0.4844,0.4844,1.0889,1.0889,1.2886,1.1320,0.4617,0.0000
1.0,0.75,1.0689,1.0689,0.6013,0.6013,1.0689,1.0689,1.2145,1.1006,0.5820,0.0000
1.0,0.833,1.0473,1.0473,0.7267,0.7267,1.0473,1.0473,1.1417,1.0680,0.7125,0.0000
1.0,1.0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000
1.0,1.25,0.9227,0.9227,1.4418,1.4418,0.9227,0.9227,0.8050,0.8958,1.4712,0.0000
1.0,1.333,0.8962,0.8962,1.5925,1.5925,0.8962,0.8962,0.7457,0.8614,1.6333,0.0000
1.0,1.5,0.8426,0.8426,1.8959,1.8959,0.8426,0.8426,0.6350,0.7938,1.9615,0.0000
1.0,2.0,0.6894,0.6894,2.7576,2.7576,0.6894,0.6894,0.3737,0.6106,2.9032,0.0000
1.0,2.5,0.5582,0.5582,3.4889,3.4889,0.5582,0.5582,0.2039,0.4640,3.7123,0.0000
1.0,3.0,0.4526,0.4526,4.0736,4.0736,0.4526,0.4526,0.1011,0.3523,4.3657,0.0000
1.0,4.0,0.3052,0.3052,4.8835,4.8835,0.3052,0.3052,0.0134,0.2070,5.2809,0.0000
1.0,6.0,0.1579,0.1579,5.6827,5.6827,0.1579,0.1579,0.0162,0.0786,6.2011,0.0000
1.5,-6.0,0.3315,0.3315,5.3036,5.3036,0.1473,0.1473,1.7809,0.5548,6.0047,0.0000
1.5,-4.0,0.6113,0.6113,4.3473,4.3473,0.2717,0.2717,2.3633,0.9029,4.9683,0.0000
1.5,-3.0,0.8691,0.8691,3.4762,3.4762,0.3862,0.3862,2.7854,1.2020,4.0104,0.0000
1.5,-2.5,1.0422,1.0422,2.8950,2.8950,0.4632,0.4632,3.0202,1.3938,3.3652,0.0000
1.5,-2.0,1.2460,1.2460,2.2150,2.2150,0.5538,0.5538,3.2473,1.6102,2.6043,0.0000
1.5,-1.5,1.4707,1.4707,1.4707,1.4707,0.6537,0.6537,3.4270,1.8357,1.7627,0.0000
1.5,-1.333,1.5466,1.5466,1.2214,1.2214,0.6874,0.6874,3.4664,1.9078,1.4780,0.0000
1.5,-1.25,1.5837,1.5837,1.0998,1.0998,0.7039,0.7039,3.4806,1.9421,1.3386,0.0000
1.5,-1.0,1.6906,1.6906,0.7514,0.7514,0.7514,0.7514,3.4985,2.0366,0.9361,0.0000
1.5,-0.833,1.7556,1.7556,0.5414,0.5414,0.7803,0.7803,3.4862,2.0898,0.6907,0.0000
1.5,-0.75,1.7853,1.7853,0.4463,0.4463,0.7935,0.7935,3.4720,2.1124,0.5784,0.0000
1.5,-0.667,1.8128,1.8128,0.3585,0.3585,0.8057,0.8057,3.4523,2.1322,0.4738,0.0000
1.5,-0.5,1.8610,1.8610,0.2068,0.2068,0.8271,0.8271,3.3948,2.1626,0.2902,0.0000
1.5,-0.333,1.8980,1.8980,0.0935,0.0935,0.8436,0.8436,3.3133,2.1788,0.1483,0.0000
1.5,-0.25,1.9117,1.9117,0.0531,0.0531,0.8497,0.8497,3.2639,2.1812,0.0950,0.0000
1.5,-0.167,1.9221,1.9221,0.0238,0.0238,0.8543,0.8543,3.2088,2.1797,0.0539,0.0000
1.5,0.0,1.9327,1.9327,0.0000,0.0000,0.8590,0.8590,3.0814,2.1649,0.0099,0.0000
1.5,0.167,1.9291,1.9291,0.0239,0.0239,0.8574,0.8574,2.9342,2.1341,0.0189,0.0000
1.5,0.25,1.9220,1.9220,0.0534,0.0534,0.8542,0.8542,2.8547,2.1132,0.0430,0.0000
1.5,0.333,1.9116,1.9116,0.0942,0.0942,0.8496,0.8496,2.7715,2.0886,0.0797,0.0000
1.5,0.5,1.8807,1.8807,0.2090,0.2090,0.8359,0.8359,2.5954,2.0292,0.1905,0.0000
1.5,0.667,1.8378,1.8378,0.3634,0.3634,0.8168,0.8168,2.4110,1.9580,0.3463,0.0000
1.5,0.75,1.8125,1.8125,0.4531,0.4531,0.8056,0.8056,2.3176,1.9189,0.4386,0.0000
1.5,0.833,1.7849,1.7849,0.5505,0.5505,0.7933,0.7933,2.2237,1.8777,0.5397,0.0000
1.5,1.0,1.7233,1.7233,0.7659,0.7659,0.7659,0.7659,2.0355,1.7898,0.7659,0.0000
1.5,1.25,1.6197,1.6197,1.1248,1.1248,0.7198,0.7198,1.7614,1.6500,1.1477,0.0000
1.5,1.333,1.5832,1.5832,1.2503,1.2503,0.7036,0.7036,1.6739,1.6024,1.2824,0.0000
1.5,1.5,1.5081,1.5081,1.5081,1.5081,0.6703,0.6703,1.5047,1.5066,1.5602,0.0000
1.5,2.0,1.2818,1.2818,2.2787,2.2787,0.5697,0.5697,1.0637,1.2307,2.3991,0.0000
1.5,2.5,1.0736,1.0736,2.9822,2.9822,0.4771,0.4771,0.7273,0.9900,3.1732,0.0000
1.5,3.0,0.8952,0.8952,3.5810,3.5810,0.3979,0.3979,0.4838,0.7921,3.8377,0.0000
1.5,4.0,0.6286,0.6286,4.4700,4.4700,0.2794,0.2794,0.1967,0.5108,4.8337,0.0000
1.5,6.0,0.3390,0.3390,5.4247,5.4247,0.1507,0.1507,0.0147,0.2296,5.9195,0.0000
