,cv,cf,tthtot,thtot,tthhbb,thhbb,hbb,tot
0,0.5,-6.0,17.580879312039997,9.382102085831,3.5210049351399997,1.878999256904,5.400004192043999,26.962981397870998
1,0.5,-4.0,7.5935173779300005,4.361857610537,2.68141888707,1.540256847668,4.2216757347380005,11.955374988467
2,0.5,-3.0,4.1723508993100005,2.5750414219659996,2.01031767607,1.240701972169,3.2510196482389997,6.747392321276
3,0.5,-2.5,2.8560501818199997,1.864423053672,1.6060604972499999,1.0484294991389997,2.6544899963889996,4.720473235491999
4,0.5,-2.0,1.7994031734799998,1.275112909746,1.1721211327099998,0.8306039810309999,2.0027251137409996,3.0745160832259995
5,0.5,-1.5,0.9962275139299999,0.8049868057909998,0.7401034236199999,0.5980345602439999,1.338137983864,1.8012143197209998
6,0.5,-1.333,0.7828124505299998,0.6738609198009999,0.6045232406399998,0.5203842101589999,1.124907450799,1.4566733703309998
7,0.5,-1.25,0.68669686866,0.6134123653039999,0.53995561752,0.4823328408139999,1.022288458334,1.300109233964
8,0.5,-1.0,0.43655447923999996,0.44993340416399996,0.36050256241999995,0.37154541844199995,0.732047980862,0.886487883404
9,0.5,-0.833,0.30173925661,0.355996607862,0.25617145345000003,0.302230498614,0.558401952064,0.6577358644719999
10,0.5,-0.75,0.24415886297,0.313772091195,0.20981521121,0.26963321553299996,0.479448426743,0.5579309541649999
11,0.5,-0.667,0.19280859850999998,0.27446477714999995,0.16750922738,0.23845968841199996,0.405968915792,0.46727337565999993
12,0.5,-0.5,0.10806970372000001,0.204125431054,0.09563931355000001,0.180653628166,0.276292941716,0.312195134774
13,0.5,-0.333,0.04782946916,0.14528511624499996,0.04289726243,0.130312609493,0.17320987192299997,0.19311458540499996
14,0.5,-0.25,0.02692984976,0.12025691796999997,0.024271986529999998,0.10837198807599999,0.132643974606,0.14718676772999997
15,0.5,-0.167,0.01200158641,0.098003578525,0.01084996231,0.08861581752099999,0.099465779831,0.110005164935
16,0.5,0.0,0.0,0.061566735836999995,0.0,0.05582247095699999,0.05582247095699999,0.061566735836999995
17,0.5,0.167,0.01200158641,0.036187352552,0.01084996231,0.032721396784999995,0.043571359095,0.048188938962
18,0.5,0.25,0.02692984976,0.027670910495999998,0.024271986529999998,0.024936519662999996,0.049208506193,0.054600760256
19,0.5,0.333,0.04782946916,0.021866723879,0.04289726243,0.019612853413999997,0.062510115844,0.069696193039
20,0.5,0.5,0.10806970372000001,0.018449209724,0.09563931355000001,0.016327145285,0.111966458835,0.12651891344400001
21,0.5,0.667,0.19280859850999998,0.026093453854999994,0.16750922738,0.022670915200999998,0.19018014258099997,0.218902052365
22,0.5,0.75,0.24415886297,0.03404037775799999,0.20981521121,0.029252191154999996,0.239067402365,0.278199240728
23,0.5,0.833,0.30173925661,0.044767754049,0.25617145345000003,0.038007163952999995,0.29417861740300005,0.346507010659
24,0.5,1.0,0.43655447923999996,0.07484105453399999,0.36050256241999995,0.06180189968699999,0.42230446210699996,0.5113955337739999
25,0.5,1.25,0.68669686866,0.14138559926599997,0.53995561752,0.11117318880799998,0.651128806328,0.8280824679259999
26,0.5,1.333,0.7828124505299998,0.16928019836999997,0.6045232406399998,0.130725410805,0.7352486514449998,0.9520926488999998
27,0.5,1.5,0.9962275139299999,0.234326175245,0.7401034236199999,0.17408301178399999,0.9141864354039999,1.2305536891749997
28,0.5,2.0,1.7994031734799998,0.502064774644,1.1721211327099998,0.327043284106,1.4991644168159999,2.301467948124
29,0.5,2.5,2.8560501818199997,0.882832910538,1.6060604972499999,0.49644756173099996,2.102508058981,3.738883092358
30,0.5,3.0,4.1723508993100005,1.3800492839260001,2.01031767607,0.664932331756,2.675250007826,5.552400183236001
31,0.5,4.0,7.5935173779300005,2.7307238910900002,2.68141888707,0.964272418395,3.645691305465,10.32424126902
32,0.5,6.0,17.580879312039997,6.864448551102001,3.5210049351399997,1.374775825401,4.895780760541,24.445327863141998
33,1.0,-6.0,17.61934173142,10.874116094673997,3.32322224344,2.050988035327,5.374210278767,28.493457826093998
34,1.0,-4.0,7.64203924143,5.415373145276001,2.4332592586499997,1.7242836123919996,4.157542871042,13.057412386706002
35,1.0,-3.0,4.21949000253,3.409471296743,1.76975597766,1.4300159102569998,3.1997718879169996,7.628961299273
36,1.0,-2.5,2.8986609327499995,2.5892649457809997,1.3888838674699997,1.2406336387389998,2.6295175062089995,5.487925878531
37,1.0,-2.0,1.83421371221,1.890467356932,0.99473755271,1.0252488617909998,2.019986414501,3.724681069142
38,1.0,-1.5,1.02047465256,1.3113725230289999,0.6166740158699999,0.792464339073,1.4091383549429999,2.331847175589
39,1.0,-1.333,0.80318904699,1.144114477261,0.50084253813,0.7134319845729999,1.2142745227029998,1.947303524251
40,1.0,-1.25,0.7051413126999999,1.0657729946,0.44614926763,0.6743219647669999,1.120471232397,1.7709143073
41,1.0,-1.0,0.4492906,0.8487832545839998,0.2956393,0.5585108774519999,0.854150177452,1.2980738545839998
42,1.0,-0.833,0.31095331432,0.7194737635330001,0.20916480475,0.483957517813,0.693122322563,1.030427077853
43,1.0,-0.75,0.25178701614,0.6597962830330001,0.17099777112,0.44809470481599994,0.6190924759359999,0.9115832991730001
44,1.0,-0.667,0.19894765252999996,0.603135921545,0.13628971729999997,0.413180730149,0.549470447449,0.8020835740749999
45,1.0,-0.5,0.11160662480000001,0.498179958597,0.07757575232000001,0.34627582796399997,0.423851580284,0.609786583397
46,1.0,-0.333,0.04945315265,0.4051640458379999,0.03473761775,0.284595912282,0.31933353003199993,0.4546171984879999
47,1.0,-0.25,0.02784577378,0.36331966375999986,0.01963044952,0.25614435327799995,0.275774802798,0.3911654375399999
48,1.0,-0.167,0.01242065385,0.32437002599799997,0.00878048721,0.22928905935099997,0.23806954656099996,0.336790679848
49,1.0,0.0,0.0,0.25469035669199996,0.0,0.18041856373199996,0.18041856373199996,0.25469035669199996
50,1.0,0.167,0.01242065385,0.19652317312599998,0.00878048721,0.138917382835,0.14769787004499998,0.20894382697599997
51,1.0,0.25,0.02784577378,0.17187326340099998,0.01963044952,0.12117270919599998,0.14080315871599997,0.19971903718099998
52,1.0,0.333,0.04945315265,0.150036044023,0.03473761775,0.10538868029799997,0.14012629804799998,0.199489196673
53,1.0,0.5,0.11160662480000001,0.114619697143,0.07757575232000001,0.079670041066,0.157245793386,0.22622632194300002
54,1.0,0.667,0.19894765252999996,0.09057845610499998,0.13628971729999997,0.062051299507999993,0.19834101680799995,0.28952610863499995
55,1.0,0.75,0.25178701614,0.08286313846599999,0.17099777112,0.05627560595799999,0.227273377078,0.334650154606
56,1.0,0.833,0.31095331432,0.07797281353899997,0.20916480475,0.05244880969899999,0.261613614449,0.388926127859
57,1.0,1.0,0.4492906,0.07670101999999998,0.2956393,0.05047030999999999,0.34610961,0.52599162
58,1.0,1.25,0.7051413126999999,0.09638403510599998,0.44614926763,0.06098263835399999,0.5071319059839999,0.8015253478059999
59,1.0,1.333,0.80318904699,0.10869549902700001,0.50084253813,0.06777892878899999,0.5686214669190001,0.9118845460170001
60,1.0,1.5,1.02047465256,0.14227825531099997,0.6166740158699999,0.085978952246,0.7026529681159999,1.162752907871
61,1.0,2.0,1.83421371221,0.31444866009299993,0.99473755271,0.17053349906999998,1.16527105178,2.148662372303
62,1.0,2.5,2.8986609327499995,0.596798314148,1.3888838674699997,0.285953495993,1.6748373634629996,3.4954592468979993
63,1.0,3.0,4.21949000253,0.9924772080359999,1.76975597766,0.41626948746899994,2.1860254651289996,5.211967210566
64,1.0,4.0,7.64203924143,2.132251588948,2.4332592586499997,0.6789197039019998,3.1121789625519996,9.774290830378
65,1.0,6.0,17.61934173142,5.827798709411999,3.32322224344,1.0991938078769998,4.422416051317,23.447140440832
66,1.5,-6.0,17.67465990125,12.524756336833999,3.0387285450499997,2.153326146554,5.192054691604,30.199416238083998
67,1.5,-4.0,7.705655291399999,6.632317420966,2.10811515651,1.8144718741929997,3.9225870307029997,14.337972712366
68,1.5,-3.0,4.27718368231,4.40830023867,1.4755061823699998,1.5207326895420001,2.996238871912,8.68548392098
69,1.5,-2.5,2.94875485696,3.478013478598,1.13342194834,1.336859344183,2.470281292523,6.426768335558
70,1.5,-2.0,1.8735536174299998,2.668275110456,0.7943827990999999,1.131347834309,1.9257306334089999,4.541828727885999
71,1.5,-1.5,1.0468268647099999,1.9776232843669999,0.48254246546,0.9116071769419999,1.394149642402,3.0244501490769995
72,1.5,-1.333,0.82506057425,1.7730792894740002,0.38950477775,0.8370472142449998,1.2265519919949999,2.598139863724
73,1.5,-1.25,0.72481618418,1.676229244103,0.34595710886,0.800076131657,1.1460332405170002,2.401045428283
74,1.5,-1.0,0.46268199538,1.4036177547459998,0.22743531348999999,0.6899743615929999,0.9174096750829999,1.8662997501259997
75,1.5,-0.833,0.32060063826999996,1.2373362533880001,0.16020693667000002,0.6182890179839999,0.778495954654,1.557936891658
76,1.5,-0.75,0.25971856724,1.159363880821,0.13070213452999999,0.5834663795949999,0.7141685141249999,1.419082448061
77,1.5,-0.667,0.20529263986000001,1.084462063535,0.10397634181,0.5492828905189999,0.653259232329,1.2897547033949999
78,1.5,-0.5,0.11526104095,0.9430258847709998,0.059009604279999996,0.4827971210259999,0.5418067253059999,1.0582869257209997
79,1.5,-0.333,0.0510715623,0.8138465249519998,0.026341461629999997,0.4198925794469999,0.44623404107699993,0.8649180872519998
80,1.5,-0.25,0.02878832055,0.7541634733039999,0.01490022072,0.3901520336779999,0.4050522543979999,0.7829517938539999
81,1.5,-0.167,0.012841445429999999,0.697470387531,0.006651884249999999,0.361522824663,0.36817470891299997,0.710311832961
82,1.5,0.0,0.0,0.592391985474,0.0,0.30753776915399994,0.30753776915399994,0.592391985474
83,1.5,0.167,0.012841445429999999,0.4992508513019999,0.006651884249999999,0.258778613709,0.265430497959,0.512092296732
84,1.5,0.25,0.02878832055,0.4573746502969999,0.01490022072,0.23661331400299995,0.251513534723,0.48616297084699994
85,1.5,0.333,0.0510715623,0.418420392344,0.026341461629999997,0.215877397373,0.242218859003,0.469491954644
86,1.5,0.5,0.11526104095,0.348874927433,0.059009604279999996,0.178611554066,0.23762115834599998,0.46413596838300003
87,1.5,0.667,0.20529263986000001,0.291094889769,0.10397634181,0.147442020495,0.251418362305,0.496387529629
88,1.5,0.75,0.25971856724,0.266746871809,0.13070213452999999,0.13424379423399999,0.26494592876399997,0.526465439049
89,1.5,0.833,0.32060063826999996,0.24530180603899998,0.16020693667000002,0.12257556169099998,0.282782498361,0.5659024443089999
90,1.5,1.0,0.46268199538,0.210954577958,0.22743531348999999,0.10369967507899999,0.331134988569,0.673636573338
91,1.5,1.25,0.72481618418,0.18155855466999998,0.34595710886,0.08665958375799998,0.43261669261799995,0.9063747388500001
92,1.5,1.333,0.82506057425,0.17766218831600003,0.38950477775,0.08387221878199999,0.473376996532,1.002722762566
93,1.5,1.5,1.0468268647099999,0.17870992245700001,0.48254246546,0.082377639982,0.564920105442,1.225536787167
94,1.5,2.0,1.8735536174299998,0.253553382033,0.7943827990999999,0.10750575501599999,0.9018885541159998,2.127106999463
95,1.5,2.5,2.94875485696,0.43764193736299994,1.13342194834,0.16821845037799998,1.301640398718,3.386396794323
96,1.5,3.0,4.27718368231,0.7332507402549999,1.4755061823699998,0.252949931872,1.7284561142419996,5.010434422565
97,1.5,4.0,7.705655291399999,1.6666483147639999,2.10811515651,0.45596174762599995,2.5640769041359994,9.372303606164
98,1.5,6.0,17.67465990125,4.931507472362,3.0387285450499997,0.8478529874869999,3.8865815325369995,22.606167373612
